Gene_Name	Accession-1	Left-End-Position	Right-End-Position	Product
hcxA	BW25113_RS03120	627845	628933	hydroxycarboxylate_dehydrogenase_A
yqfI	BW25113_RS25745	3044317	3044400	protein_YqfI
leuS	BW25113_RS03335	667657	670239	leucine&mdash;tRNA_ligase
eutN	BW25113_RS12805	2565122	2565409	putative_ethanolamine_catabolic_microcompartment_shell_protein_EutN
yjiK	BW25113_RS22565	4552560	4553420	PF06977_family_protein_YjiK
ybfC	BW25113_RS03640	731106	731675	uncharacterized_protein_YbfC
ytfB	BW25113_RS21855	4417896	4418534	cell_division_protein_YtfB
mscS	BW25113_RS15195	3062306	3063166	small_conductance_mechanosensitive_channel_MscS
ftsW	BW25113_RS00445	94890	96134	peptidoglycan_glycosyltransferase_FtsW
ydcA	BW25113_RS07445	1485934	1486107	protein_YdcA
ydhL	BW25113_RS08625	1719938	1720177	DUF1289_domain-containing_protein_YdhL
livJ	BW25113_RS17915	3591915	3593018	branched_chain_amino_acid/phenylalanine_ABC_transporter_periplasmic_binding_protein
citF	BW25113_RS03200	643495	645027	citrate_lyase_&alpha;_subunit
rimI	BW25113_RS22770	4598002	4598448	protein_<i>N</i>-acetyltransferase_RimI
BW25113_RS07915	BW25113_RS07915	1588319	1592343	autotransporter_barrel_domain-containing_lipoprotein
yeaW	BW25113_RS09430	1878922	1880046	carnitine_monooxygenase_subunit_YeaW
rutC	BW25113_RS05255	1067229	1067615	3-aminoacrylate_deaminase
BW25113_RS23120	BW25113_RS23120	2514718	2514843	RtT_sRNA
ahpC	BW25113_RS03150	634401	634964	alkyl_hydroperoxide_reductase,_AhpC_component
bioA	BW25113_RS04020	803424	804713	adenosylmethionine-8-amino-7-oxononanoate_aminotransferase
yiiQ	BW25113_RS20340	4101543	4102142	DUF1454_domain-containing_protein_YiiQ
yfeZ	BW25113_RS12690	2544636	2545085	putative_inner_membrane_protein
nth	BW25113_RS08545	1705780	1706415	endonuclease_III
purK	BW25113_RS02680	546983	548050	5-(carboxyamino)imidazole_ribonucleotide_synthase
wecC	BW25113_RS19665	3964620	3965882	UDP-<i>N</i>-acetyl-D-mannosamine_dehydrogenase
yniB	BW25113_RS09030	1802954	1803490	uncharacterized_protein_YniB
bcr	BW25113_RS11390	2272049	2273239	multidrug_efflux_pump_Bcr
moaE	BW25113_RS04080	814751	815203	molybdopterin_synthase_catalytic_subunit
abpB	BW25113_RS13705	2754710	2756899	CP4-57_prophage;_putative_helicase_YfjK
lapB	BW25113_RS06695	1334815	1335984	lipopolysaccharide_assembly_protein_B
ynbG	BW25113_RS25580	1459422	1459487	uncharacterized_protein_YnbG
dicB	BW25113_RS08245	1643866	1644054	Qin_prophage;_cell_division_inhibition_protein_DicB
bcsF	BW25113_RS18335	3691386	3691577	putative_cellulose_biosynthesis_protein_BcsF
yrdB	BW25113_RS17010	3423125	3423382	DUF1488_domain-containing_protein_YrdB
fepE	BW25113_RS03055	613710	614843	LPS_O-antigen_length_regulator
yefM	BW25113_RS10545	2082943	2083194	YefM_antitoxin_of_the_YoeB-YefM_toxin-antitoxin_pair_and_DNA_binding_transcriptional_repressor
dkgA	BW25113_RS15640	3149982	3150809	methylglyoxal_reductase_DkgA
mhpC	BW25113_RS01805	367214	367561	2-hydroxy-6-oxonona-2,4-dienedioate_hydrolase
yhcF	BW25113_RS16690	3360285	3361001	DUF1120_domain-containing_protein_YhcF
fadB	BW25113_RS19955	4022142	4024331	multifunctional_enoyl-CoA_hydratase,_3-hydroxyacyl-CoA_epimerase,_&Delta;<sup>3</sup>-<i>cis</i>-_&Delta;<sup>2</sup>-<i>trans</i>-enoyl-CoA_isomerase,_L-3-hydroxyacyl-CoA_dehydrogenase
mdfA	BW25113_RS04370	879129	880361	multidrug_efflux_pump_MdfA_/_Na<sup>+</sup>:H<sup>+</sup>_antiporter_/_K<sup>+</sup>:H<sup>+</sup>_antiporter
hemA	BW25113_RS06300	1259170	1260426	glutamyl-tRNA_reductase
ynjE	BW25113_RS09190	1833724	1835031	molybdopterin_synthase_sulfurtransferase
mokC	BW25113_RS00085	16751	16903	small_toxic_polypeptide_HokC
ybiT	BW25113_RS04260	851419	853011	putative_ATP-binding_protein_YbiT
ltaE	BW25113_RS04515	903749	904750	low-specificity_L-threonine_aldolase
yjhI	BW25113_RS22335	4514832	4515620	KpLE2_phage-like_element;_putative_DNA-binding_transcriptional_regulator_YjhI
yqiI	BW25113_RS15820	3183991	3185055	putative_fimbrial_protein_YqiI
BW25113_RS19720	BW25113_RS19720	3975870	3975945	tRNA-His
frdD	BW25113_RS21575	4368824	4369183	fumarate_reductase_membrane_protein_FrdD
glnS	BW25113_RS03505	701549	703213	glutamine&mdash;tRNA_ligase
prpD	BW25113_RS01715	346926	348377	2-methylcitrate_dehydratase
trpS	BW25113_RS17535	3505993	3506997	tryptophan&mdash;tRNA_ligase
tauB	BW25113_RS01890	381663	382430	taurine_ABC_transporter_ATP_binding_subunit
asnA	BW25113_RS19460	3920515	3921507	asparagine_synthetase_A
ispE	BW25113_RS06290	1257482	1258333	4-(cytidine_5'-diphospho)-2-<i>C</i>-methyl-D-erythritol_kinase
bfd	BW25113_RS17295	3460156	3460350	bacterioferritin-associated_ferredoxin
yhfY	BW25113_RS17525	3504419	3504781	PRD_domain-containing_protein_YhfY
yhfT	BW25113_RS17500	3499391	3500695	uncharacterized_protein_YhfT
ygjR	BW25113_RS16035	3230670	3231656	putative_oxidoreductase_YgjR
yeeA	BW25113_RS10495	2073014	2074072	putative_transporter_YeeA
rpmF	BW25113_RS05670	1142823	1142996	50S_ribosomal_protein_L32
BW25113_RS02750	BW25113_RS02750	560179	560255	tRNA-Arg
sgcA	BW25113_RS22350	4517366	4517797	putative_PTS_enzyme_IIA_component_SgcA
dauA	BW25113_RS06280	1254580	1256259	aerobic_C4-dicarboxylate_transporter_DauA
BW25113_RS14850	BW25113_RS14850	2987819	2988451	response_regulator_transcription_factor
rpmC	BW25113_RS17170	3441927	3442118	50S_ribosomal_protein_L29
trmB	BW25113_RS15375	3095492	3096211	tRNA_m<sup>7</sup>G46_methyltransferase
tauC	BW25113_RS01895	382427	383254	taurine_ABC_transporter_membrane_subunit
ychE	BW25113_RS06475	1294054	1294701	MarC_family_putative_inner_membrane_protein_YchE
BW25113_RS10370	BW25113_RS10370	2053332	2053407	tRNA-Asn
hdeB	BW25113_RS18185	3649326	3649652	periplasmic_acid_stress_chaperone_HdeB
mutL	BW25113_RS21670	4387229	4389076	DNA_mismatch_repair_protein_MutL
yfaQ	BW25113_RS11625	2321627	2323276	tandem_DUF2300_domain-containing_protein_YfaQ
BW25113_RS24250	BW25113_RS24250	2989321	2989719	type_III_secretion_apparatus_protein_OrgA/MxiK
BW25113_RS08185	BW25113_RS08185	1638563	1638841	hypothetical_protein
cheZ	BW25113_RS09860	1960650	1961294	chemotaxis_protein_CheZ
yedA	BW25113_RS10235	2023020	2023940	putative_transporter_YedA
nrfD	BW25113_RS21150	4280404	4281360	cytochrome_c_nitrite_reductase_subunit_NrfD
yhiD	BW25113_RS18180	3648615	3649262	inner_membrane_protein_YhiD
yidA	BW25113_RS19215	3869500	3870312	sugar_phosphatase_YidA
ettA	BW25113_RS22875	4618672	4620339	energy-dependent_translational_throttle_protein_EttA
BW25113_RS26030	BW25113_RS26030	4618398	4618565	hypothetical_protein
BW25113_RS03440	BW25113_RS03440	691886	691960	tRNA-Gln
yahM	BW25113_RS01685	341115	341360	uncharacterized_protein_YahM
rluF	BW25113_RS20865	4220282	4221154	23S_rRNA_pseudouridine<sup>2604</sup>_and_tRNA<sup>Tyr</sup>_pseudouridine<sup>35</sup>_synthase
yddG	BW25113_RS07720	1540545	1541426	amino_acid_exporter_YddG
dmsA	BW25113_RS04640	936415	938859	dimethyl_sulfoxide_reductase_subunit_A
yicI	BW25113_RS18980	3825579	3827897	&alpha;-D-xyloside_xylohydrolase
ilvE	BW25113_RS19580	3945844	3946773	branched-chain-amino-acid_aminotransferase
etp	BW25113_RS05100	1039686	1040132	phosphotyrosine-protein_phosphatase_Etp
tolB	BW25113_RS03840	773196	774488	Tol-Pal_system_periplasmic_protein_TolB
nudC	BW25113_RS20735	4186831	4187604	RNA_decapping_hydrolase
gldA	BW25113_RS20475	4127860	4128963	L-1,2-propanediol_dehydrogenase_/_glycerol_dehydrogenase
btuE	BW25113_RS08950	1787815	1788366	thioredoxin/glutathione_peroxidase_BtuE
rlmJ	BW25113_RS18120	3638745	3639587	23S_rRNA_m<sup>6</sup>A2030_methyltransferase
yfiC	BW25113_RS13440	2705386	2706123	tRNA_m<sup>6</sup>A37_methyltransferase
ydgI	BW25113_RS08400	1673814	1675196	putative_arginine:ornithine_antiporter
cspC	BW25113_RS09545	1901483	1901692	transcription_antiterminator_and_regulator_of_mRNA_stability_CspC
idnR	BW25113_RS22135	4479958	4480956	DNA-binding_transcriptional_dual_regulator_IdnR
ydjZ	BW25113_RS09165	1829065	1829772	TVP38/TMEM64_family_protein
ypfJ	BW25113_RS12910	2589233	2590096	uncharacterized_protein_YpfJ
dmsD	BW25113_RS08325	1658763	1659377	redox_enzyme_maturation_protein_DmsD
ulaF	BW25113_RS21810	4413517	4414203	L-ribulose-5-phosphate_4-epimerase_UlaF
ydbK	BW25113_RS07230	1431517	1435041	putative_pyruvate-flavodoxin_oxidoreductase
nrfF	BW25113_RS21160	4283091	4283474	putative_formate-dependent_nitrite_reductase_complex_subunit_NrfF
preA	BW25113_RS11200	2228744	2229979	dihydropyrimidine_dehydrogenase_(NAD<sup>+</sup>)_subunit_PreA
hfq	BW25113_RS21680	4390105	4390413	RNA-binding_protein_Hfq
BW25113_RS17730	BW25113_RS17730	3553207	3553965	DeoR/GlpR_family_transcriptional_regulator
rpnC	BW25113_RS00660	143455	144357	recombination-promoting_nuclease_RpnC
ynfR	BW25113_RS25620	1632445	1632510	Qin_prophage;_protein_YnfR
ptsI	BW25113_RS12605	2527425	2529152	PTS_enzyme_I
uidB	BW25113_RS08455	1687147	1688520	glucuronide:H<sup>+</sup>_symporter
ravA	BW25113_RS19470	3922957	3924453	regulatory_ATPase_RavA
BW25113_RS02760	BW25113_RS02760	561554	561832	exonuclease
dnaQ	BW25113_RS01080	232554	233285	DNA_polymerase_III_subunit_&epsilon;
malS	BW25113_RS18535	3730857	3732887	alpha-amylase
ypeA	BW25113_RS12695	2545072	2545497	putative_acetyltransferase_YpeA
yobD	BW25113_RS09525	1899058	1899516	DUF986_domain-containing_inner_membrane_protein_YobD
ycjQ	BW25113_RS06880	1369220	1370272	D-guloside_3-dehydrogenase
elfC	BW25113_RS04875	994672	997272	putative_fimbrial_usher_protein_ElfC
menC	BW25113_RS11815	2368479	2369441	o-succinylbenzoate_synthase
pdxI	BW25113_RS07375	1468478	1469338	pyridoxal_reductase
folK	BW25113_RS00710	153740	154219	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine_diphosphokinase
prlC	BW25113_RS18115	3636500	3638542	oligopeptidase_A
fryC	BW25113_RS12450	2500126	2501373	putative_PTS_enzyme_IIC_component_FryC
frsA	BW25113_RS01210	253014	254258	fermentation-respiration_switch_protein
acrD	BW25113_RS12875	2580954	2584067	multidrug_efflux_pump_RND_permease_AcrD
nuoJ	BW25113_RS11910	2388821	2389375	NADH:quinone_oxidoreductase_subunit_J
ygbK	BW25113_RS14245	2855694	2856860	putative_3-oxo-tetronate_kinase_YgbK
acrZ	BW25113_RS03960	790229	790378	multidrug_efflux_pump_accessory_protein_AcrZ
rlhA	BW25113_RS07535	1501038	1502999	23S_rRNA_5-hydroxycytidine_C2501_synthase
dcuR	BW25113_RS21425	4339132	4339851	DNA-binding_transcriptional_activator_DcuR
ftnB	BW25113_RS09950	1980406	1980909	putative_ferritin-like_protein
ulaA	BW25113_RS21785	4409797	4411194	L-ascorbate_specific_PTS_enzyme_IIC_component
fixA	BW25113_RS00215	42403	43173	putative_electron_transfer_flavoprotein_FixA
nrdB	BW25113_RS11675	2340863	2341993	ribonucleoside-diphosphate_reductase_1_subunit_&beta;
yeiP	BW25113_RS11335	2258929	2259501	elongation_factor_P-like_protein_YeiP
yceJ	BW25113_RS05510	1113936	1114502	putative_cytochrome_b561_YceJ
hycB	BW25113_RS14175	2842597	2843208	hydrogenase_3_iron-sulfur_protein_HycB
pyrL	BW25113_RS22050	4462216	4462350	<i>pyrBI</i>_operon_leader_peptide
cydH	BW25113_RS08675	1731713	1731802	cytochrome_<i>bd</i>-I_accessory_subunit_CydH
trmD	BW25113_RS13610	2737931	2738698	tRNA_m<sup>1</sup>G37_methyltransferase
tpx	BW25113_RS06935	1382562	1383068	lipid_hydroperoxide_peroxidase
ucpA	BW25113_RS12655	2537191	2537982	oxidoreductase_UcpA
ychH	BW25113_RS06275	1254247	1254525	stress-induced_protein
hinT	BW25113_RS05740	1157341	1157700	purine_nucleoside_phosphoramidase
trkH	BW25113_RS19970	4026505	4027956	K+_transporter_TrkH
atpA	BW25113_RS19410	3911676	3913217	ATP_synthase_F<sub>1</sub>_complex_subunit_&alpha;
ydhY	BW25113_RS08760	1748108	1748734	putative_4Fe-4S_ferredoxin-like_protein_YdhY
atpI	BW25113_RS19435	3915420	3915800	ATP_synthase_accessory_factor_AtpI
thrC	BW25113_RS00020	3734	5020	threonine_synthase
cbrB	BW25113_RS19320	3890866	3891333	putative_inner_membrane_protein
ygbA	BW25113_RS14220	2849812	2850165	protein_YgbA
smrB	BW25113_RS12170	2442085	2442636	ribosome_rescue_factor_SmrB
ycaC	BW25113_RS04655	940387	941013	putative_hydrolase_YcaC
rpsF	BW25113_RS21825	4414935	4415330	30S_ribosomal_protein_S6
yjhF	BW25113_RS22320	4510488	4511837	GntP_family_permease
ydcK	BW25113_RS07490	1493726	1494706	putative_acyltransferase_YdcK
coaA	BW25113_RS20620	4164004	4164954	pantothenate_kinase
gmk	BW25113_RS18940	3814788	3815411	guanylate_kinase
aldB	BW25113_RS18630	3748333	3749871	aldehyde_dehydrogenase_B
yqfB	BW25113_RS15080	3036671	3036982	<i>N</i><sup>4</sup>-acetylcytidine_amidohydrolase
ruvC	BW25113_RS09770	1941112	1941633	crossover_junction_endodeoxyribonuclease_RuvC
ompX	BW25113_RS04230	845906	846421	outer_membrane_protein_OmpX
aceB	BW25113_RS20825	4205406	4207007	malate_synthase_A
purN	BW25113_RS13040	2615593	2616231	phosphoribosylglycinamide_formyltransferase_1
sdaB	BW25113_RS14550	2922935	2924302	L-serine_deaminase_II
arnA	BW25113_RS11780	2361518	2363500	fused_UDP-4-amino-4-deoxy-L-arabinose_formyltransferase/UDP-glucuronate_dehydrogenase
frvA	BW25113_RS20245	4085737	4086183	putative_PTS_enzyme_IIA_component_FrvA
mobB	BW25113_RS20005	4034266	4034793	molybdopterin-guanine_dinucleotide_biosynthesis_adaptor_protein
yidL	BW25113_RS19130	3853643	3854536	putative_DNA-binding_transcriptional_regulator_YidL
wzc	BW25113_RS10755	2126971	2129133	protein-tyrosine_kinase_Wzc
ycgN	BW25113_RS06150	1224286	1224732	putative_metal-chelating_domain-containing_protein_YcgN
paaE	BW25113_RS07305	1450687	1451757	phenylacetyl-CoA_1,2-epoxidase,_reductase_subunit
ompA	BW25113_RS04960	1014469	1015509	outer_membrane_protein_A
uvrY	BW25113_RS10015	1988184	1988840	DNA-binding_transcriptional_activator_UvrY
rpsO	BW25113_RS16410	3304774	3305043	30S_ribosomal_protein_S15
yahO	BW25113_RS01695	342195	342470	DUF1471_domain-containing_protein_YahO
BW25113_RS25255	BW25113_RS25255	2989107	2989328	hypothetical_protein
mreD	BW25113_RS16835	3391746	3392234	cell_shape_determining_protein_MreD
ghrA	BW25113_RS05375	1093342	1094280	glyoxylate/hydroxypyruvate_reductase_A
infB	BW25113_RS16425	3306701	3309373	translation_initiation_factor_IF-2
ygfX	BW25113_RS15060	3033775	3034182	protein_YgfX
mutS	BW25113_RS14225	2850452	2853013	DNA_mismatch_repair_protein_MutS
trpA	BW25113_RS06570	1310673	1311479	tryptophan_synthase_subunit_&alpha;
tfaP	BW25113_RS05995	1203588	1204001	e14_prophage;_putative_tail_fiber_assembly_protein_TfaP
cusS	BW25113_RS02955	588784	590226	sensor_histidine_kinase_CusS
yahL	BW25113_RS01680	339887	340702	uncharacterized_protein_YahL
murC	BW25113_RS00455	97252	98727	UDP-<i>N</i>-acetylmuramate&mdash;L-alanine_ligase
yidZ	BW25113_RS19295	3886125	3887084	DNA-binding_transcriptional_dual_regulator_YidZ
phoR	BW25113_RS02070	413345	414640	sensor_histidine_kinase_PhoR
murD	BW25113_RS00440	93574	94890	UDP-<i>N</i>-acetylmuramoyl-L-alanine&mdash;D-glutamate_ligase
mliC	BW25113_RS08580	1712323	1712652	inhibitor_of_c-type_lysozyme,_putative_lipoprotein
actP	BW25113_RS21120	4273181	4274830	acetate/glycolate:cation_symporter
add	BW25113_RS08490	1696490	1697491	adenosine_deaminase
allB	BW25113_RS02630	534603	535964	allantoinase
yhhT	BW25113_RS17985	3605225	3606274	AI-2E_family_transporter
rutF	BW25113_RS05240	1065316	1065810	FMN_reductase_RutF
mlaC	BW25113_RS16545	3330615	3331250	intermembrane_phospholipid_transport_system_-_periplasmic_binding_protein
yeaC	BW25113_RS09300	1855959	1856231	DUF1315_domain-containing_protein_YeaC
yidC	BW25113_RS19265	3878436	3880082	membrane_protein_insertase_YidC
eamA	BW25113_RS08035	1614495	1615394	cysteine/<i>O</i>-acetylserine_exporter_EamA
arsR	BW25113_RS18140	3641888	3642241	DNA-binding_transcriptional_repressor_ArsR
ortT	BW25113_RS07590	1511646	1511819	orphan_toxin_OrtT
yhbW	BW25113_RS16380	3296807	3297814	putative_luciferase-like_monooxygenase_YhbW
yggM	BW25113_RS15350	3091917	3092924	DUF1202_domain-containing_protein_YggM
xdhD	BW25113_RS14980	3014675	3017545	fused_putative_xanthine/hypoxanthine_oxidase:_molybdopterin-binding_subunit_and_Fe-S_binding_subunit
nirB	BW25113_RS17445	3487370	3489913	nitrite_reductase_(NADH)_large_subunit
nuoB	BW25113_RS11945	2397430	2398092	NADH:quinone_oxidoreductase_subunit_B
BW25113_RS20635	BW25113_RS20635	4165400	4165484	tRNA-Tyr
ybhL	BW25113_RS04085	815340	816044	Bax1-I_family_protein_YbhL
BW25113_RS10385	BW25113_RS10385	2055741	2055816	tRNA-Asn
fre	BW25113_RS19945	4019887	4020588	NAD(P)H-flavin_reductase
BW25113_RS01360	BW25113_RS01360	275825	276073	transposase
galR	BW25113_RS14760	2969958	2970989	DNA-binding_transcriptional_dual_regulator_GalR
gltA	BW25113_RS03725	748641	749924	citrate_synthase
ybjG	BW25113_RS04365	878248	878844	undecaprenyl_pyrophosphate_phosphatase
ytiA	BW25113_RS22570	4553485	4553742	uncharacterized_protein_YtiA
phoB	BW25113_RS02065	412598	413287	DNA-binding_transcriptional_dual_regulator_PhoB
ybdM	BW25113_RS03130	630203	630832	ParB-like_nuclease_domain-containing_protein_YbdM
abgT	BW25113_RS07005	1394504	1396030	<i>p</i>-aminobenzoyl_glutamate:H<sup>+</sup>_symporter
ybcH	BW25113_RS02940	582547	583437	putative_exopolysaccharide_secretion_system_auxiliary_component
mocA	BW25113_RS14960	3008519	3009097	molybdenum_cofactor_cytidylyltransferase
gpp	BW25113_RS19620	3956105	3957589	guanosine-5'-triphosphate,3'-diphosphate_phosphatase
fryA	BW25113_RS12435	2495469	2497964	putative_PTS_multiphosphoryl_transfer_protein_FryA
cca	BW25113_RS15875	3195250	3196488	fused_CCA_tRNA_nucleotidyltransferase/phosphohydrolase
bglJ	BW25113_RS22730	4593977	4594654	DNA-binding_transcriptional_regulator_BglJ
gcvP	BW25113_RS15095	3039527	3042400	glycine_decarboxylase
mzrA	BW25113_RS16080	3241798	3242181	modulator_protein_MzrA
ygcS	BW25113_RS14415	2889892	2891301	MFS_transporter
insL1	BW25113_RS00080	15445	16557	IS186/IS421_transposase
mhpB	BW25113_RS01790	364510	365454	3-carboxyethylcatechol_2,3-dioxygenase
hdeA	BW25113_RS18190	3649768	3650100	periplasmic_acid_stress_chaperone_HdeA
yccS	BW25113_RS04980	1017186	1019348	putative_transporter_YccS
ttdR	BW25113_RS15895	3198683	3199615	DNA-binding_transcriptional_activator_Dan
envC	BW25113_RS18765	3780174	3781457	murein_hydrolase_activator_EnvC
yfgI	BW25113_RS13075	2623685	2624224	nalidixic_acid_resistance_protein_YfgI
yciB	BW25113_RS06540	1306608	1307147	septation_protein_A
mntH	BW25113_RS12480	2504947	2506185	Mn<sup>2+</sup>_:_H<sup>+</sup>_symporter
purA	BW25113_RS21705	4394504	4395802	adenylosuccinate_synthetase
yihT	BW25113_RS20140	4065133	4066011	6-deoxy-6-sulfofructose-1-phosphate_aldolase
rplS	BW25113_RS13605	2737542	2737889	50S_ribosomal_protein_L19
csgG	BW25113_RS05395	1096307	1097140	curli_secretion_channel
paaX	BW25113_RS07340	1457796	1458746	DNA-binding_transcriptional_repressor_PaaX
yiiX	BW25113_RS20425	4117214	4117822	putative_lipid-binding_hydrolase_YiiX
lepA	BW25113_RS13405	2698684	2700483	30S_ribosomal_subunit_biogenesis_factor_LepA
dgcC	BW25113_RS01995	399159	400274	diguanylate_cyclase_DgcC
corC	BW25113_RS03415	686362	687240	CNNM_family_magnesium/cobalt_transport_protein_CorC
stfQ	BW25113_RS08110	1629142	1630104	Qin_prophage;_putative_prophage_side_tail_fiber_protein_StfQ
yajR	BW25113_RS02210	440758	442122	putative_transport_protein_YajR
BW25113_RS21640	BW25113_RS21640	4382289	4382364	tRNA-Gly
entF	BW25113_RS03050	609613	613494	apo-serine_activating_enzyme
galS	BW25113_RS11220	2234107	2235147	DNA-binding_transcriptional_dual_regulator_GalS
pspC	BW25113_RS06845	1363282	1363641	phage_shock_protein_C
yciI	BW25113_RS06525	1304826	1305122	protein_YciI
bioF	BW25113_RS04030	805837	806991	8-amino-7-oxononanoate_synthase
ybhG	BW25113_RS04130	824430	825425	HlyD_D23_family_protein_YbhG
aceK	BW25113_RS20835	4208524	4210260	isocitrate_dehydrogenase_kinase/phosphatase
ybcN	BW25113_RS02815	567922	568377	DLP12_prophage;_DNA_base-flipping_protein
yjaG	BW25113_RS20750	4189432	4190022	DUF416_domain-containing_protein_YjaG
nikC	BW25113_RS18005	3609542	3610375	nickel_ABC_transporter_membrane_subunit_NikC
ybjI	BW25113_RS04380	880772	881587	5-amino-6-(5-phospho-D-ribitylamino)uracil_phosphatase
BW25113_RS21020	BW25113_RS21020	4250249	4251234	DUF2713_domain-containing_protein
yfaZ	BW25113_RS11755	2357212	2357754	putative_porin_YfaZ
ybhS	BW25113_RS04120	821575	822708	ABC_exporter_membrane_subunit_YbhS
ymdB	BW25113_RS05440	1101276	1101809	2'-<i>O</i>-acetyl-ADP-ribose_deacetylase,_regulator_of_RNase_III_activity
pcm	BW25113_RS14275	2862252	2862878	protein-L-isoaspartate_<i>O</i>-methyltransferase
rpsB	BW25113_RS00845	186361	187086	30S_ribosomal_protein_S2
yjjQ	BW25113_RS22725	4593294	4594019	DNA-binding_transcriptional_repressor_YjjQ
eutJ	BW25113_RS12795	2562860	2563696	putative_ethanolamine_utilization_chaperonin_EutJ
bamE	BW25113_RS13660	2746964	2747305	outer_membrane_protein_assembly_factor_BamE
ydfK	BW25113_RS08095	1627329	1627562	Qin_prophage;_cold_shock_protein_YdfK
BW25113_RS19520	BW25113_RS19520	3935168	3936709	16S_ribosomal_RNA
gltD	BW25113_RS16650	3352557	3353975	glutamate_synthase_subunit_GltD
waaC	BW25113_RS18805	3789339	3790298	ADP-heptose:LPS_heptosyltransferase_1
citX	BW25113_RS03195	642940	643491	apo-citrate_lyase_phosphoribosyl-dephospho-CoA_transferase
maa	BW25113_RS02370	474823	475374	maltose_<i>O</i>-acetyltransferase
fliG	BW25113_RS10140	2008361	2009356	flagellar_motor_switch_protein_FliG
BW25113_RS25895	BW25113_RS25895	3747971	3748114	hypothetical_protein
pheS	BW25113_RS08970	1792216	1793199	phenylalanine&mdash;tRNA_ligase
hokE	BW25113_RS03020	603292	603444	small_toxic_polypeptide_HokE
phnK	BW25113_RS21280	4307823	4308581	ATP-binding_cassette_protein_PhnK
grxC	BW25113_RS18750	3777551	3777802	reduced_glutaredoxin_3
ymjA	BW25113_RS06790	1351680	1351925	DUF2543_domain-containing_protein_YmjA
yiiE	BW25113_RS20180	4072651	4072869	putative_DNA-binding_transcriptional_regulator_YiiE
hicB	BW25113_RS07550	1503765	1504181	antitoxin_of_the_HicA-HicB_toxin-antitoxin_system_/__DNA-binding_transcriptional_repressor_HicB
BW25113_RS01035	BW25113_RS01035	225415	225491	tRNA-Asp
ycbZ	BW25113_RS04950	1011995	1013755	putative_ATP-dependent_protease_YcbZ
ydbL	BW25113_RS07260	1440137	1440463	DUF1318_domain-containing_protein_YdbL
wzzE	BW25113_RS19655	3962391	3963437	enterobacterial_common_antigen_polysaccharide_co-polymerase
BW25113_RS01345	BW25113_RS01345	274525	274872	ABC_transporter_permease_subunit
ligB	BW25113_RS18935	3812848	3814530	DNA_ligase_B
wecE	BW25113_RS19685	3968506	3969636	dTDP-4-dehydro-6-deoxy-D-glucose_transaminase
yfcG	BW25113_RS12025	2414100	2414747	disulfide_bond_oxidoreductase_YfcG
bglF	BW25113_RS19350	3897080	3898957	&beta;-glucoside_specific_PTS_enzyme_II_/_BglG_kinase_/_BglG_phosphatase
atoA	BW25113_RS11605	2317588	2318238	acetyl-CoA:acetoacetyl-CoA_transferase_subunit_&beta;
nudK	BW25113_RS12860	2576262	2576837	GDP-mannose_hydrolase
ytfJ	BW25113_RS21905	4428525	4429079	PF09695_family_protein_YtfJ
BW25113_RS10915	BW25113_RS10915	2166402	2167757	galactitol_permease_IIC_component
rhaS	BW25113_RS20265	4087664	4088500	DNA-binding_transcriptional_activator_RhaS
zapG	BW25113_RS16760	3373550	3373948	Z-ring_associated_protein_G
acrF	BW25113_RS16935	3408392	3411496	multidrug_efflux_pump_RND_permease_AcrF
phoU	BW25113_RS19360	3900213	3900938	negative_regulator_of_the_<i>pho</i>_regulon
tmk	BW25113_RS05715	1150580	1151221	dTMP_kinase
mfd	BW25113_RS05795	1165974	1169420	transcription-repair_coupling_factor
ycaM	BW25113_RS04665	942685	944115	putative_transporter_YcaM
malF	BW25113_RS20935	4233459	4235003	maltose_ABC_transporter_membrane_subunit_MalF
yacC	BW25113_RS00610	133057	133404	putative_lipoprotein_YacC
yfcE	BW25113_RS12015	2412713	2413264	phosphodiesterase_YfcE
dps	BW25113_RS04220	843864	844367	DNA_protection_during_starvation_protein
rsmI	BW25113_RS16310	3285834	3286694	16S_rRNA_2'-<i>O</i>-ribose_C1402_methyltransferase
ygjI	BW25113_RS15985	3219593	3221026	putative_transporter_YgjI
trhA	BW25113_RS15075	3035848	3036507	transmembrane_homeostasis_protein_A
lolC	BW25113_RS05805	1170883	1172082	lipoprotein_release_complex_-_inner_membrane_subunit
atpF	BW25113_RS19420	3913778	3914248	ATP_synthase_F<sub>o</sub>_complex_subunit_b
ygiM	BW25113_RS15870	3194566	3195186	putative_signal_transduction_protein_(SH3_domain)
sgrT	BW25113_RS00345	73875	74006	PtsG_glucose_transporter_inhibitor
tyrR	BW25113_RS06930	1380977	1382518	DNA-binding_transcriptional_dual_regulator_TyrR
yicJ	BW25113_RS18985	3827907	3829289	glycoside-pentoside-hexuronide_family_transporter
yieE	BW25113_RS19300	3887241	3887990	putative_phosphopantetheinyl_transferase
ybbW	BW25113_RS02625	533089	534543	allantoin_transporter
cdh	BW25113_RS20330	4099858	4100613	CDP-diacylglycerol_diphosphatase
yiaV	BW25113_RS18615	3746323	3747459	putative_membrane_fusion_protein_YiaV
mdtJ	BW25113_RS08375	1667393	1667758	multidrug/spermidine_efflux_pump_membrane_subunit_MdtJ
